student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S5942,21.000128093139146,Male,4.445035374090148,1.7131416526758092,0.42968056991094294,No,85.28444400708386,7.781590967505412,Poor,4.262784275404413,Bachelor,Poor,2.1055388007553324,Yes,71.16453175055909,3.863186674582644,1.749268905416993,-1,-1,0,6.186680351214603,5.538100994371704
S5943,20.821764649995384,Female,4.106239419034825,4.473512824547272,3.0647585926495067,No,83.33381576492323,6.667205601429762,Good,2.00950320258649,High School,Average,9.208939122923269,No,75.91799672222216,4.4179942864982324,4.915930409453275,1,0,0,4.044122979242984,6.800247283719876
S5944,21.056881262563834,Female,3.9969681543822433,4.433162240896539,2.3874620610369086,No,84.77757934649983,8.317717314963176,Good,0.09349240845247712,High School,Good,2.256875454613452,No,54.05453071194215,4.827617426179167,5.8628563817553845,1,1,0,4.5156978607650275,6.8255485239510305
S5945,22.096201957207604,Male,3.625965994006336,2.003377754032874,4.933153616765399,No,97.67720754057929,7.139767923901783,Good,5.06674831433164,,Poor,8.98581809138727,No,76.00641597913513,3.2403598768824136,6.5517629967729105,1,-1,0,3.1647296751868756,8.023470567460869
S5946,19.93062700507793,Female,2.3060373525318374,1.5571914265492488,1.9618965021208132,No,84.36523689332455,5.680273843299039,Fair,3.109063024550455,Bachelor,Average,6.071513928249856,No,57.88728733636308,3.2336801078199113,3.888834167948724,0,0,0,4.733447738842578,6.3189610505416045
S5947,17.134552567142684,Male,4.975646261857225,1.2934657332896655,0.8476523877580269,No,95.11404213303405,5.352532149908636,Good,6.0,Bachelor,Good,6.956507276235838,No,95.10035488997762,4.53635067856463,6.319112091526439,1,1,0,1.9444708121955319,7.96598038004736
S5948,19.807647210321818,Male,3.355383452283894,1.6460203364104737,1.908503293046601,No,93.86231245485111,4.430870252209136,Good,5.9465073895241725,Master,Average,3.778465908232895,No,71.02803598515008,3.922959021962757,5.326806853071096,1,0,0,3.780103006788079,6.8047611246353314
S5949,17.827497703941035,Male,3.588372295763699,2.5063869890282113,3.020514223680813,No,95.1497874959772,5.746229793704565,Poor,3.200651066225751,High School,Average,1.8511617178545752,Yes,62.44899336296642,4.325526139592545,3.068477772658573,-1,0,0,6.161759783925975,5.341888300353225
S5950,23.015764019054682,Female,3.637196737656313,0.690246895927731,0.6774356290999509,No,89.04575513961869,7.718787254481065,Good,0.15505607944887737,High School,Good,3.7556016006193325,No,83.09852851599678,3.0466049672233018,5.0108833317983885,1,1,0,3.546247508656452,7.607601695958336
S5951,22.00292958737565,Female,3.799712647724693,2.3055959996060595,2.9191675657353837,No,83.04418374328438,6.459646316543648,Good,3.0978863056335935,Master,Good,1.0450015427152506,No,58.26432220175446,4.735638703329539,4.1698015429039055,1,1,0,4.411501683741422,6.567196796483961
S5952,19.91730385431648,Other,3.2514476541173556,3.219670660309903,5.003838806939982,No,100.0,6.715617926317679,Good,5.069438173031967,High School,Poor,1.951273015431932,No,59.75052501045647,1.0,8.835146887379178,1,-1,0,3.8166070429900723,7.8286526143025785
S5953,22.093431225831335,Female,3.2445784610633774,2.8715033648932016,0.9955603846146058,No,89.71379379848422,8.465854167789388,Good,5.040346435914234,Master,Average,3.9733051007839406,No,73.28266865024567,3.0051814763053977,6.400195802322838,1,0,0,3.3753158679021804,8.453062941675615
S5954,20.061267845182925,Female,4.136949136915908,4.713962289987445,3.392761396835653,No,85.11293183010758,5.450458931093211,Poor,5.020784137428339,Bachelor,Good,10.0,No,82.68972569695151,3.361959236412646,5.349210902365162,-1,1,0,4.098375888714731,6.973481866870158
S5955,20.099033518226786,Female,5.920204101910057,1.1182433379903611,2.11678792666661,Yes,82.8134082606436,5.74728421881949,Poor,2.079766351724274,Master,Average,2.0352312747551213,Yes,85.92947082082414,5.046279712252054,1.6716198230769246,-1,0,1,7.166298168107517,3.8626733490086256
S5956,19.98578944272801,Male,3.495849936124111,3.0393926745305677,2.7732866246417602,No,70.7649692332447,5.394315199552863,Fair,5.025697914308849,High School,Good,7.094301800580911,No,68.08824719215599,3.2542079367408236,6.53816054119661,0,1,0,3.372680543542944,7.406272819847887
S5957,17.069540760901358,Female,4.363148653855912,2.3316753607884797,1.6671134297021275,No,78.93863424622857,5.920909991738497,Fair,0.03827803224803209,Bachelor,Average,5.25791770189335,No,78.1900454974802,2.447086791007021,2.691104299394033,0,0,0,5.559401516599886,5.611518026670882
S5958,20.948569737816673,Male,3.8531401957191203,1.8404847732333085,2.063045137604183,No,74.4674361608619,6.4913987686610595,Poor,2.0023895545457924,Master,Average,1.8869328185176082,No,64.59052519953775,3.158755339049663,3.635864438164263,-1,0,0,5.654564468208775,5.806285208782535
S5959,18.23702089506055,Male,2.6207372492470524,3.5638679726008866,2.0690784484280527,No,83.35775867001843,6.218361377620054,Good,0.0,Bachelor,Average,1.0,No,38.90122623647553,3.17941219848076,3.3499196462374647,1,0,0,5.325055088198737,5.857740691506021
S5960,19.90622817552417,Female,2.646192116253364,1.6148644537477692,1.2695662739080236,Yes,87.22005307721089,5.223929549748019,Good,6.0,Bachelor,Poor,9.917376330476678,No,75.00330635565943,4.155638747564235,3.9268472903302554,1,-1,1,4.3213199205678094,6.397944744999943
S5961,20.24296179770272,Male,3.690660592450109,3.0994506287353136,3.4116163693724166,Yes,84.28532298875834,5.648721152344233,Fair,1.0213337652957366,High School,Average,4.970572744684547,Yes,61.2565304254549,5.500732667566216,2.4267128667832107,0,0,1,6.699463346706785,3.7886264487743286
S5962,19.00402624266975,Female,3.121098248420606,0.6476168625318173,1.2681874074058728,Yes,88.10911076189258,7.6246800868873565,Fair,1.9711703906137064,High School,Poor,6.062019861998437,Yes,81.66082825990675,2.9733831915379563,5.542875552666631,0,-1,1,5.4131019472417385,6.887192965736971
S5963,20.841259199857916,Male,2.2972153755538227,0.9873257081419882,0.6097178375738957,No,67.51602794773568,5.176245727027517,Good,6.0,Bachelor,Good,9.103093200754621,No,74.55842248243154,2.2509996360744444,8.08752117506134,1,1,0,1.4983240214826106,8.661459888477614
S5964,21.157883163558605,Male,2.807236194293288,2.069984255961034,0.6106557693991667,No,90.4049502034637,6.410768366638675,Good,1.8903487670515255,High School,Poor,8.848426824528934,Yes,71.5239742546909,2.179916583341294,4.714265174786264,1,-1,0,4.442385694721062,7.159494047130696
S5965,19.0145296466094,Female,3.2852784191673208,2.5335310253906385,2.159946829778563,No,64.0544651120542,5.4417695716736105,Fair,1.10799801114722,High School,Average,2.827360303850589,No,54.901857574243515,3.985513959192526,1.5539921042283755,0,0,0,5.7635679745292245,4.732972362652451
S5966,20.098223955492966,Male,2.80131998704287,1.7501793206782097,2.69666418692891,No,79.23436971315495,8.94123038958226,Poor,4.013971734576765,Master,Average,1.1942710720653968,Yes,65.63803431356133,1.3040276040748415,5.223299309805824,-1,0,0,5.3203781099770415,6.485751397419703
S5967,24.0,Male,4.298156222941413,3.8331004581886,1.8203521423479967,Yes,84.22959029956982,7.676628733291807,Fair,0.9795721559090103,Bachelor,Poor,10.0,No,73.19379851172475,5.680545532067651,3.455000821603014,0,-1,1,6.643787084097003,4.868850765893062
S5968,23.039001752355638,Male,3.6228878241742595,2.9508177259279442,2.0058631850064894,No,94.31406476967521,5.118650756053311,Fair,0.0,Master,Average,5.050303097704229,No,63.85226013357203,2.8922815632928383,1.1121145042748513,0,0,0,5.953897315962712,5.324100734244925
S5969,18.931652459972973,Male,3.0473935102178236,2.584620599214817,1.5593631690270533,No,70.43468935756157,5.568616302194488,Fair,0.0,Master,Average,7.037634414464916,Yes,54.00360632478896,4.382973183069634,2.790804560981247,0,0,0,5.347194883422321,5.402000094747538
S5970,23.112602178183494,Male,4.032170423157176,2.0361132130520363,1.8591862031084034,No,85.92134865483767,6.400362037385367,Fair,4.197605780721925,Master,Good,2.0210559921905578,Yes,70.05639623071276,3.2837542287732897,4.154442985971779,0,1,0,4.282123565984187,6.7345235921716675
S5971,24.0,Male,5.1806975507359745,1.3587426474172581,3.5956520244852883,No,98.17893528462933,5.640181718727983,Good,4.032883163014284,Bachelor,Average,5.96802456620708,No,93.38562122919178,5.557373878205043,5.718123114834714,1,0,0,4.001822213469429,6.542733373284558
S5972,20.079151404569206,Male,1.5950363862724537,4.638135178143797,0.7278285686095384,Yes,82.85748762542897,7.018287002314574,Good,1.196164376196859,Bachelor,Good,3.8990534717183674,Yes,44.85117774713488,5.268091715664575,3.7696671929318493,1,1,1,5.050459505055578,6.260506507365645
S5973,20.751448776475105,Female,7.378615623476187,3.6324171373513883,1.3633085925492092,No,91.52256762216861,7.049451223442685,Good,2.987332743807676,High School,Good,5.923191138018132,Yes,98.07997972754582,5.663147377456442,5.879571303560334,1,1,0,3.667055119787952,7.024672256100848
S5974,19.051583913980696,Male,1.4774879501481695,1.984116567829038,3.5944412698808486,No,87.47612038631681,6.212683637470022,Fair,1.059715992593706,Bachelor,Good,8.308402186918165,No,41.52977072944713,3.625513898989693,3.5974290945393546,0,1,0,4.5215140767195185,6.509376039877875
S5975,22.926304018665604,Male,4.875454335293566,1.6681050334590828,4.034991619161671,No,87.73800717331932,7.933842444959411,Fair,5.088017586819863,Bachelor,Poor,7.256904061803043,No,95.27930572055288,2.859462853252305,7.488583085929968,0,-1,0,4.0353082769268855,8.346827306643863
S5976,17.190800157729484,Male,5.329495301658477,1.6045598053120083,1.4501847361552413,No,100.0,7.080306606454432,Fair,3.0631994390600905,High School,Average,5.132001548527651,No,96.84248123710034,3.7234389216984765,3.544280583142613,0,0,0,4.9022873881509685,6.313683329516392
S5977,21.07190737995054,Female,2.5268363405442065,1.9646166854854246,3.1309470557861543,Yes,83.17229509638236,6.525330934446074,Fair,4.967862638978358,Master,Average,2.9904323804374626,No,61.37894126434894,4.815105120705416,4.362525851215887,0,0,1,5.697071246064055,5.632546030615553
S5978,22.02768077721895,Female,2.418868188764559,0.9051349241182959,2.0871826706781995,No,90.42016478134413,8.705171557971106,Fair,3.8342208200959567,High School,Good,6.080477645287221,No,74.49484420723435,1.5032632120560665,6.003054548626209,0,1,0,2.963277858087083,7.6158386620781755
S5979,17.056122592737676,Male,3.539339826642178,3.185854663643354,0.06812805989106381,No,83.16044519870988,4.9354562365091015,Good,4.242127004422345,High School,Good,2.797216628601015,No,60.73221395802877,3.4991386418869266,4.175375242988582,1,1,0,4.042275074068328,6.53539017972917
S5980,17.0,Male,3.4122956187384323,3.237807984067534,0.0,No,82.32145604003534,4.938626059797632,Good,3.939529216689003,High School,Good,3.1418753275540405,No,61.06857601797383,3.6553831898133398,4.237126278535104,1,1,0,3.5372486870061848,6.824437869875982
S5981,24.0,Female,0.6765706158161001,2.1626250535935796,0.036643238848938366,No,93.03772148294156,6.011030168935355,Fair,2.27045001710952,High School,Good,5.965788289916706,No,48.59769581548429,1.5765906529286358,5.324807842267555,0,1,0,3.4157644573676045,6.777051317050065
S5982,18.229814053815225,Male,3.0948473332860784,2.1394552616749043,2.83123583064894,Yes,88.15022040710551,4.8351427189666,Fair,4.952383119986011,Bachelor,Average,3.0021860955015534,No,71.24868574070985,5.372528941892928,3.059562471375473,0,0,1,6.163239278407834,4.436461886639723
S5983,20.04534417395315,Female,2.207419524093839,0.9885419358012159,0.1790326187897308,No,82.1501919483953,6.407653197797331,Fair,5.153115067644965,High School,Average,7.013952985210871,No,62.63360209514978,2.999042258687886,4.7031980230117325,0,0,0,3.309185981853325,6.942819313398959
S5984,18.183540484440194,Male,3.5785257728796203,3.3201228443177726,1.991877068964761,No,89.18698280006821,6.740837556686917,Fair,3.072743645748469,High School,Poor,1.0,Yes,63.74719773297065,3.4708059083756897,3.893495853310524,0,-1,0,5.635903646420562,6.028165728292647
S5985,23.934317466228833,Other,3.3007207652223913,2.8450363810305936,1.0598856090216981,No,84.03970363396988,7.749054914720335,Poor,6.0,,Good,4.114427373533798,No,70.96617276786915,3.4320125566418676,5.621921045882229,-1,1,0,3.822980220405671,7.391745899588427
S5986,21.90800912863268,Female,2.0839694067972756,2.4346704418849816,3.8736597071927754,No,66.61881550894115,4.092400836725368,Fair,2.949861281333682,High School,Good,2.2270600199851676,Yes,30.68801773307023,3.347644435710053,2.2675758827423995,0,1,0,5.196740728487319,5.343531881035442
S5987,23.00472291961344,Male,4.976116841256546,1.5698893189860688,4.0482080558889875,No,87.04490906058564,7.995869673630847,Fair,4.972312358992296,Bachelor,Poor,7.122011994903282,No,95.1229034873753,2.939064489986114,7.274952937736473,0,-1,0,3.9257883580767206,7.990726327168294
S5988,19.050194359760248,Male,2.6625263935292325,3.1416511321734673,0.1967956795651672,No,84.55632094730005,7.036248011701611,Good,5.973749878727381,High School,Average,5.009385770610995,Yes,78.17227030043263,2.591384790748558,4.739178273624477,1,0,0,3.1271663910020924,7.85048193844517
S5989,17.954531976809385,Male,3.876701320745238,3.4175518634052664,3.03888968445142,No,65.41336488684095,5.110864948807593,Fair,6.0,High School,Average,8.848224477343967,Yes,76.62471858035984,4.377414169481241,4.331985818018162,0,0,0,4.386593087136331,6.145543657236043
S5990,24.0,Male,4.399230047417392,2.408516725998967,1.2480711409353988,No,68.66066918648906,6.01560952197457,Poor,4.991418748864899,High School,Poor,5.005631452167785,No,78.30652266677488,4.628048130983283,3.1688544744007157,-1,-1,0,5.454725485547453,5.3039294848401966
S5991,17.03535887059004,Male,4.367083548789775,3.430737239388836,0.61477240913246,No,60.56715222762709,6.603005422706323,Fair,4.958811344202361,Master,Average,5.9890034625485855,Yes,76.77527769274928,4.743557244597961,4.736622113268991,0,0,0,4.336847409227647,6.379631732338366
S5992,21.884790431323555,Female,3.0155922385304517,3.7653167121615563,0.9009925128623593,No,68.165996841924,5.8891111701323595,Poor,4.917410687956259,Bachelor,Average,10.0,No,74.26691828063856,2.5995684322173696,5.259641124684393,-1,0,0,3.8783631011496134,6.922804422451827
S5993,20.05987129532957,Female,4.117669332623618,2.723558929408734,0.0,No,90.28322545635655,6.52459554631816,Fair,0.0,Master,Average,8.908230675931245,Yes,86.90753203726149,3.3485508757010622,4.530521257434131,0,0,0,4.209928331722365,6.978619301034411
S5994,24.0,Male,4.277678554164878,2.318254236061525,1.1080833736270512,No,68.61444290832192,6.174274231169586,Poor,5.054052734124575,High School,Poor,4.873560890354859,No,77.89570376435142,4.553938595903063,3.288158759644793,-1,-1,0,5.569347544078003,5.291933141006258
S5995,21.019788412349573,Male,1.833191064954339,2.1682779564306456,1.2658903317054027,No,91.23916832615838,5.577270548674819,Fair,2.9289221891265362,High School,Good,10.0,No,60.98664076745787,2.7159049571064937,3.838199784590238,0,1,0,3.9573443186821606,7.076339043363496
S5996,24.0,Male,3.3908619305132,1.5392056570769392,1.8194432378028524,Yes,81.50616374991148,6.900024467876424,Fair,4.888698521033649,High School,Average,6.131038557556461,No,62.365622830298996,4.871407095731661,3.159048259470953,0,0,1,5.249849918780111,5.869514280551614
S5997,20.85950554536409,Male,2.396374455419519,1.0123141644433369,0.6685121870947118,No,67.80793470479327,5.0785469826841325,Good,6.0,Bachelor,Good,9.021771963205973,No,70.06584662302936,5.96001403740613,7.572416987731353,1,1,0,2.080314659811624,6.894773501702497
S5998,24.0,Male,5.235067049268371,2.9120557070267625,1.9483856769699095,No,100.0,5.320903633673049,Good,2.779029100966728,Bachelor,Poor,5.137583646335163,Yes,79.99265192316754,4.693037178258189,4.468006879665962,1,-1,0,4.740785029601902,6.1409309828692615
S5999,21.864943784063744,Male,2.0887053259736006,1.9315516055388753,2.6487137019626195,Yes,70.47055110622381,6.785910601290317,Good,2.999352109111794,High School,Good,5.8183419043569735,No,61.98690821309603,3.3566870290845214,3.9462535605956695,1,1,1,4.149869374857148,6.931156414425794
S6000,20.87142946844663,Male,5.589466354077902,2.0606433317739503,2.372082149366196,No,95.38270274963142,7.194918584173613,Fair,1.0079839905941719,High School,Good,3.0674174383979658,No,81.11545370965808,3.7983712689822,3.237860947484742,0,1,0,5.143611571035355,6.389566669988316
S6001,22.927187442759358,Female,4.397601603591389,1.8581562752261176,0.8378011904315863,No,85.20794702775277,8.143722713345161,Good,1.0570052755196317,High School,Average,2.8174922252916264,No,77.21849318745434,2.8371882890354345,4.875811992652399,1,0,0,4.2426687128948535,7.030658872890892
S6002,23.89128156784752,Male,2.5047221049866764,2.0835588934353204,0.0,No,83.78415399668998,5.249371481714215,Good,6.0,Bachelor,Average,8.379759159823248,No,67.37064969552068,1.8014177952530117,6.097616279276048,1,0,0,2.7568337492258714,7.794850939002087
S6003,17.936758556110917,Female,3.369541763324748,4.209294018721028,0.6824030153176024,No,80.51136048457327,5.80641563710237,Poor,0.0,Master,Good,8.19089178150381,No,71.17520726165625,2.9856556164376613,1.0,-1,1,0,5.461427007466486,4.835028569441017
S6004,23.97528598869644,Male,3.245121000987198,1.4455478691413735,1.765408712892469,Yes,81.3631449074521,6.970192274968702,Fair,4.981141255838657,High School,Average,6.054814252333137,No,61.61106617274586,4.863674052714778,3.244916978969797,0,0,1,5.421397061599928,5.483801672813321
S6005,20.096611792760466,Male,4.037840471327177,1.9607827965216953,0.9554395622832885,No,89.98069992758343,5.460399779495659,Good,5.066107735708057,Bachelor,Average,5.771641414742243,No,80.09035249959439,3.570393448485073,3.04451115911599,1,0,0,3.9963986705190004,6.85559314894357
S6006,23.962936649092622,Male,2.490822914348322,2.8669759682867593,0.7190391147908549,No,99.71950921253828,8.088180652426647,Fair,3.0423354242482112,,Good,1.80422304303724,No,56.88182293269488,6.041846579121943,8.622762134824384,0,1,0,3.53655718184578,7.461175325566723
S6007,20.817010904582965,Female,0.7660212898649255,2.3312755399988996,1.0260020567873374,No,91.58484314186649,6.801233023615955,Fair,1.920819083269392,High School,Poor,6.269861241412048,No,44.63722713318583,2.768028348860064,3.404450244223408,0,-1,0,5.150159150146235,6.0095752617394265
S6008,20.13156950158762,Male,0.0,3.5396529737147038,3.2122105638023646,No,72.27487668966339,6.215781056984477,Fair,3.0421190231760584,High School,Good,1.8351841768986559,No,25.615804427406346,3.7542471188120023,3.4114101833149366,0,1,0,4.6448263618295975,6.0769504166509645
S6009,17.0,Female,2.964369875655722,3.252559772868264,1.56687650898817,No,81.10263466233219,9.142300389375889,Fair,2.0926518867591306,Bachelor,Average,1.0712073500396948,Yes,58.61127422370829,3.333063524941329,3.7127838424403343,0,0,0,5.583340679769594,6.5719306056847575
S6010,17.993223370564376,Female,3.475759443034972,5.185888010851659,0.6891686259167141,Yes,79.85272027389075,7.562305403100252,Good,0.0,Master,Good,2.259597141893034,Yes,52.76877543573674,5.860483934818206,3.819423930443573,1,1,1,5.91609783118689,5.192221916452706
S6011,19.051532534523695,Male,1.8142034546451082,2.6193432068528124,2.6857908762545506,No,77.89051665184071,7.066857291586351,Good,3.8014848747942436,Bachelor,Good,6.015081502230346,No,53.212569219562205,2.2535517170771686,6.375182445321612,1,1,0,2.664998212629477,8.658196596194749
S6012,19.02303603539183,Male,4.3679233955364625,1.1147837865458616,1.923608414692987,No,79.42663041547975,7.495986197266348,Good,4.17966143952039,Master,Average,4.829863747178068,No,72.27693216313803,2.35705096234668,5.586771646303508,1,0,0,3.361432145480306,7.528666626593103
S6013,18.126273763581125,Other,3.5842790739348187,1.7496742601452426,2.0013777424676205,No,85.14480312331894,6.631298905857599,Fair,0.03193432942042739,High School,Good,8.747239671099692,No,84.02426582369326,2.6374990343886076,5.616600752219181,0,1,0,3.489676147880516,7.3245451249979086
S6014,17.05527934589931,Male,3.46022255132179,4.018470984263946,0.7053605279283743,Yes,87.8549492453801,7.386099884921938,Poor,0.9536895305494755,Master,Good,2.0545065194074845,No,61.52555482362829,4.31515937909069,1.5715553715709891,-1,1,1,7.097070632114957,4.62690003730396
S6015,17.900600589287933,Female,7.469496390046976,1.6725559883079453,1.1903171476722085,No,94.73767334011785,5.738169207711337,Fair,4.950219629933659,Bachelor,Good,9.842823429952757,Yes,100.0,5.431123256193173,5.755979858299304,0,1,0,3.027979756512195,7.21807900318471
S6016,19.25141691373097,Female,2.6494641546489315,2.7804127350226246,1.451249690111127,Yes,91.67033897198985,10.0,Poor,3.0148656465611987,High School,Average,8.000325610276215,No,86.63103341776485,4.512035576172503,6.701553279477894,-1,0,1,4.827697958567123,7.499318643126677
S6017,22.022427048523305,Male,3.1854137646922864,4.008943780369868,2.5888722964383106,No,74.31027723170081,8.078974655932758,Good,6.0,Master,Good,5.848322109805474,Yes,61.95930547854771,3.382290411684755,7.371370283478005,1,1,0,2.5962340043733425,8.763457051836188
S6018,20.982996204796063,Female,4.727296168237595,1.8121175083481853,2.7742002912930146,No,76.91769943871192,6.755145198049275,Fair,5.84710201894732,Bachelor,Average,4.914369558364352,No,88.00146622764292,4.200535818819202,6.908516387255602,0,0,0,3.5412174726653967,7.473656072581386
S6019,21.111241789573263,Female,3.5845408125737315,2.2833126449845507,2.9998636838809554,No,99.23783466659346,4.542678849086706,Fair,1.9593958832938398,Master,Good,2.91893075150328,No,68.327671798987,4.379388878993916,2.2524620888253386,0,1,0,4.9092180573886015,5.19277591883797
S6020,24.0,Male,0.9502437466259875,3.339680709264749,1.6584849372355963,Yes,88.10900488814197,6.54305069228832,Poor,6.0,Bachelor,Good,4.962807018869537,No,39.081424949418015,2.683940038769249,5.965182736793149,-1,1,1,4.888975424990148,7.102506343242038
S6021,20.046072919718096,Female,5.309884401593036,1.7601337904378864,1.8869898032115422,No,83.47135490977035,8.428181330932667,Good,1.0835101100634723,Bachelor,Good,4.894585696929426,No,91.41611751329057,3.871727139564912,4.653542504610971,1,1,0,3.69639401159298,7.450514982313533
S6022,21.287610432632203,Female,4.796321048444112,4.378121174014194,0.041078511264900745,No,91.55231918773977,9.076349841196759,Good,5.074870543150323,Bachelor,Good,5.040545776508136,No,84.84667186878423,2.2649685415648477,7.590415623602094,1,1,0,2.2103582770806787,9.36177352814415
S6023,19.968249618386423,Female,4.216169291819951,4.836708871911264,2.9884820984372786,Yes,83.64774436983797,7.66030326481458,Fair,3.0412878946056785,High School,Good,9.14199334990647,No,80.08548275212048,5.929573114343287,5.307089010240271,0,1,1,5.142726984805814,6.076840039434025
S6024,22.96332881189621,Female,3.236739753807003,4.445085574642675,0.782931816334482,No,95.10836990050991,6.001302060673166,Fair,2.031442795963974,Master,Good,1.0,No,48.784870501078174,2.362193291612749,4.501546960239376,0,1,0,4.719166988059259,6.55667017009789
S6025,17.013453740291386,Other,1.408319029212264,3.199539230958126,2.5243069255591988,Yes,96.372958886241,7.937317396818133,Fair,3.9525873687802284,Bachelor,Average,3.0371393069502863,Yes,52.16323895412745,5.362790202798983,2.7505316700587255,0,0,1,6.180302290400517,5.481033228418375
S6026,19.12365827000647,Female,3.3069167433624846,0.6098542960772555,1.2546351543160204,Yes,78.82058883815542,5.813598810599608,Good,1.9434687712524645,High School,Good,9.866845681262031,No,74.03770254844031,3.349446741158536,5.634997238065377,1,1,1,2.9712549155123815,7.6616894458487375
S6027,17.0,Male,3.154373415476553,2.2576200062171705,2.4965224643459045,Yes,83.81966511489026,5.865478369693474,Fair,4.081637960110378,High School,Good,3.7768298463197088,Yes,61.31187372462281,4.9909059634540265,5.65052722250206,0,1,1,4.577216086448351,6.229742731990134
S6028,23.77316507102696,Female,2.784245966977358,2.264750224305291,2.701583955590399,No,87.45361002337489,5.7907358460352665,Good,0.0,,Good,1.0571899395170918,Yes,48.90909399103967,1.7953400151942613,1.9525186973707551,1,1,0,4.864846356149637,5.625714382174037
S6029,18.932243976735727,Female,4.340477215955916,3.1289981989272593,0.6219087696227639,No,77.66300718150504,6.448131510893043,Good,0.028744051998799168,,Average,6.125237914521212,No,81.0014326755738,3.640145029429468,2.876386613875992,1,0,0,4.9019741459487,6.26554556707895
S6030,19.8114371613787,Male,5.929512941874278,2.0961257360201335,2.844544948063655,Yes,83.31994540430456,7.53545845963923,Good,0.015366427719926655,Bachelor,Average,5.727548750193926,No,97.1062642980887,3.8823380761687587,6.138139493025879,1,0,1,4.975453928632014,7.100702903018327
S6031,17.0,Male,3.1778111271860787,1.7691852030118647,3.2566510608814863,No,81.36110134095208,5.8052762561514095,Poor,0.22197497640346128,Master,Good,1.9869978919447602,No,62.92885234851243,4.096094699177914,2.821337386230789,-1,1,0,5.727721558666861,5.1288386178410725
S6032,18.05799096498591,Female,2.740910760170315,2.716360998736797,1.5925167428372575,No,76.69785177952781,4.088635365882101,Good,0.0,High School,Average,3.0615396436163884,No,39.57873465399675,3.6615713836142163,1.9139380150689502,1,0,0,5.973190890547483,4.6793853736344655
S6033,23.89720314946378,Male,3.828087953567334,2.6734037807860056,2.035991614621983,No,82.22226864339062,5.763867375662025,Good,6.0,High School,Average,4.041195551709649,No,76.42374696963324,4.345723838762351,4.307416740926334,1,0,0,3.777566941121699,6.580829267602466
S6034,22.83533711424613,Male,1.0268459808579777,3.104986903757013,3.852781396416945,No,88.63414795726135,6.853047023117397,Good,6.0,Bachelor,Poor,5.915985357814023,No,45.05576209589849,3.3417587003841445,6.285272263593977,1,-1,0,3.7701425265494586,7.287094758441829
S6035,22.00800185343042,Female,3.1897634362075578,4.709260927900646,0.35867200405735417,No,79.39945330167424,6.246066551355933,Good,3.988126677948816,Master,Good,9.006773916458439,No,71.72745282111566,5.536611496724426,5.510362239633372,1,1,0,3.4497394364824556,6.725743727733785
S6036,20.099541809478573,Male,1.1031892103977015,2.030622379327144,3.6213597223400145,Yes,96.81592930100247,7.863843269911609,Fair,5.8740199717776145,Bachelor,Average,1.1318939856534902,Yes,49.16313995986188,3.1313831639679326,4.844363030054907,0,0,1,5.4628302331987895,6.95573829962212
S6037,20.80439163230902,Female,4.001900808683285,2.91586550658742,0.88376060120725,Yes,80.1702870220479,5.766156775983391,Good,5.994636319555993,High School,Good,1.877581109969996,Yes,77.6412433485583,5.077021237264426,5.344475154888387,1,1,1,3.8249892637881455,6.78007538771501
S6038,21.09465889961102,Male,1.316897162832535,2.700437538615424,3.3108298511034215,No,92.3728213716768,4.676943368983989,Poor,1.0910667071630173,Bachelor,Average,2.2213738910535583,Yes,27.059657777231802,3.9182216326449515,1.0,-1,0,0,6.789376919595301,4.083198143284137
S6039,23.094321202199417,Female,4.401159304732155,1.9301650042398397,2.0487976511491097,Yes,84.94419991886839,7.123390546832728,Good,3.8759613149677246,Master,Good,4.802394852481822,No,77.15435060169496,4.866799443606875,6.389759763019221,1,1,1,3.8793571369671094,7.437527602804297
S6040,21.110106167583645,Female,3.8702944709021065,1.9539056699551691,2.388895001485219,No,75.89289100877035,5.734955764002198,Good,2.0846332623834662,Bachelor,Average,2.1278209219749904,No,65.85411036942503,3.297823066478627,4.296907733201309,1,0,0,4.015831773404065,6.620595588253096
S6041,22.140618679018,Male,2.303573767447481,0.9491159285655792,0.7902888240219471,No,92.24742168368276,8.320285908015524,Fair,2.1359956978434167,Bachelor,Average,9.007687667459145,No,78.94158219379943,1.604405241433393,6.97786716492744,0,0,0,3.0300762854953467,7.8449252533145915
S6042,22.254123362435955,Female,0.9755821379053808,1.683015287214181,2.727647531746943,No,94.66249258923251,5.245120066984664,Fair,3.009722746389259,,Average,2.926709057276218,No,39.179085343184674,3.7727459493113598,2.313938343939438,0,0,0,5.6182313068897844,5.630064564339237
S6043,18.958905205948792,Female,2.8378131252667265,1.8883589402410308,3.1585335737579925,No,81.9981574742009,6.36116554974517,Fair,4.092531115810482,Bachelor,Good,5.737771377137131,No,65.89360382272655,1.910510020823657,5.108706176106651,0,1,0,3.581978178619112,6.756129123725588
